profile_identifier;latitude;longitude;clay.5.15.cm;silt.5.15.cm;sand.5.15.cm;trans_1.5.15.cm;trans_2.5.15.cm
71484;2.299722;-76.599722;8.6;35.4;56.0;1.878839;1.421430
71485;2.599722;-75.300000;5.8;8.0;86.1;2.693045;0.322294
71486;4.849722;-74.209722;36.0;57.4;6.7;-1.684453;0.467076
71489;5.099722;-75.349722;5.9;6.0;88.1;2.703453;0.008769
71490;6.380000;-70.540000;22.1;53.9;24.0;0.083718;0.893566
71491;4.599722;-75.699722;26.0;35.5;38.5;0.392912;0.310600
71492;3.299722;-73.949722;1.9;10.5;87.6;3.807484;1.681468
71493;1.399722;-74.900000;37.8;48.8;13.4;-1.041237;0.254149
71494;5.599722;-72.050000;38.1;13.9;48.0;0.231694;-1.006404
71495;6.219722;-72.790000;9.0;32.0;59.0;1.878489;1.265146
71496;2.799722;-75.300000;24.0;22.0;54.0;0.810608;-0.087706
71497;2.599722;-75.400000;11.9;10.7;77.5;1.877014;-0.106090
71498;2.390000;-75.250000;23.9;17.9;58.2;0.889567;-0.287877
71499;1.370000;-70.870000;14.2;12.0;73.8;1.647115;-0.173771
71500;0.970000;-70.889722;26.1;21.8;52.1;0.691911;-0.178215
71501;10.949722;-73.650000;14.0;26.8;59.2;1.442648;0.650691
71502;7.449722;-73.139722;42.3;28.1;29.5;-0.359712;-0.409480
71667;-2.440000;-72.190000;30.0;40.0;30.0;-0.000089;0.287495
71710;2.819722;-71.040000;9.0;20.7;70.3;2.055185;0.831073
71711;3.099722;-76.199722;8.4;32.1;59.5;1.951244;1.334270
71712;4.829722;-68.330000;2.0;4.0;94.0;3.849647;0.692167
71745;2.600000;-72.566667;7.6;41.9;50.5;1.890498;1.704244
IGAC-AMA-PA-001;-4.157500;-69.948333;27.5;49.0;23.4;-0.160240;0.577633
IGAC-AMA-PA-002;-4.092222;-69.990556;14.8;25.0;60.2;1.402015;0.521921
IGAC-AMA-PA-003;-3.698889;-70.565833;23.0;48.3;28.8;0.225460;0.743314
IGAC-AMA-PA-004;-3.797500;-70.306111;58.2;25.2;16.6;-1.253288;-0.835271
IGAC-AMA-PA-007;-3.802778;-70.617778;35.9;52.6;11.4;-1.145539;0.382187
IGAC-AMA-PA-010;-3.852500;-70.248611;23.5;68.4;8.1;-1.072981;1.066722
IGAC-AMA-PA-011;-3.857778;-70.192500;38.5;33.0;28.4;-0.302730;-0.152953
IGAC-AMA-PA-012;-3.934167;-70.122500;59.9;15.8;24.2;-0.905760;-1.331062
IGAC-AMA-PA-013;-4.019722;-70.156111;44.6;44.7;10.7;-1.426600;0.000542
IGAC-AMA-PA-014;-3.979444;-70.061111;30.3;16.0;53.8;0.574225;-0.639319
IGAC-AMA-PA-015;-3.798611;-69.898611;27.9;21.9;50.1;0.584720;-0.242858
IGAC-AMA-PA-016;-3.744722;-69.873611;11.9;22.0;66.1;1.711447;0.610347
IGAC-AMA-PA-017;-3.750278;-69.880000;6.8;12.4;80.8;2.473555;0.600249
IGAC-AMA-PA-018;-4.144167;-69.948056;35.3;42.8;21.9;-0.475721;0.192328
IGAC-AMA-PA-019;-4.133056;-69.951667;12.3;31.8;56.0;1.518026;0.951311
IGAC-AMA-PA-020;-2.772778;-69.821944;23.7;47.6;28.7;0.192990;0.697746
IGAC-AMA-PA-021;-2.751389;-69.817778;37.3;46.0;16.7;-0.801386;0.210328
IGAC-AMA-PA-022;-3.062222;-70.001389;25.9;42.5;31.6;0.197495;0.493637
IGAC-AMA-PA-023;-3.059167;-70.072778;26.8;37.4;35.7;0.285529;0.332760
IGAC-AMA-PA-024;-3.051389;-70.079444;32.0;52.0;16.0;-0.693147;0.485508
IGAC-AMA-PA-025;-3.188333;-70.293333;60.0;22.0;18.0;-1.204879;-1.004013
IGAC-AMA-PA-026;-3.195833;-70.293611;41.1;46.7;12.2;-1.211690;0.126491
IGAC-AMA-PA-029;-2.902222;-69.758056;34.1;30.0;35.9;0.053926;-0.126581
IGAC-AMA-PA-030;-2.642500;-70.069444;18.7;49.3;32.1;0.540737;0.970050
IGAC-AMA-PA-031;-2.582222;-70.036667;43.9;38.1;18.0;-0.892309;-0.142746
IGAC-AMA-PA-032;-2.574444;-70.015278;18.0;26.0;56.0;1.137743;0.370116
IGAC-AMA-PA-033;-2.599444;-70.220278;21.3;53.9;24.8;0.152260;0.929831
IGAC-AMA-PA-034;-2.544167;-70.174167;34.5;48.7;16.9;-0.715646;0.345091
IGAC-AMA-PA-035;-2.748056;-70.018333;15.2;51.4;33.4;0.788390;1.220061
IGAC-AMA-PA-036;-4.007778;-69.957778;37.7;14.2;48.1;0.244583;-0.973570
IGAC-AMA-PA-037;-4.044167;-69.974167;25.0;36.2;38.8;0.441343;0.370962
IGAC-AMA-PA-038;-4.080556;-69.995000;33.5;41.5;25.1;-0.289387;0.215208
IGAC-AMA-PA-039;-3.852222;-70.213056;19.0;31.2;49.8;0.965288;0.498464
IGAC-AMA-PA-040;-2.114444;-71.937778;56.7;34.2;9.1;-1.833459;-0.504259
IGAC-AMA-PA-041;-2.103056;-71.947222;69.4;24.4;6.2;-2.413772;-1.043983
IGAC-AMA-PA-042;-2.108056;-71.942222;55.3;33.8;10.9;-1.620387;-0.492026
IGAC-AMA-PA-043;-2.123611;-71.753889;82.2;9.9;7.9;-2.336486;-2.115783
IGAC-AMA-PA-044;-2.115278;-71.748333;54.5;28.0;17.5;-1.137560;-0.668218
IGAC-AMA-PA-046;-2.154444;-71.767500;79.7;10.3;10.0;-2.077147;-2.050264
IGAC-AMA-PA-047;-2.233333;-71.863056;35.8;52.3;11.9;-1.105499;0.378897
IGAC-AMA-PA-048;-2.230556;-71.853333;11.9;39.9;48.2;1.395929;1.207287
IGAC-AMA-PA-049;-2.208889;-71.674444;46.0;46.1;7.8;-1.769084;0.002130
IGAC-AMA-PA-051;-2.215000;-71.678889;43.1;43.7;13.3;-1.177511;0.013682
IGAC-AMA-PA-052;-2.178056;-71.517500;46.4;45.7;7.9;-1.767548;-0.015077
IGAC-AMA-PA-053;-2.167222;-72.018611;28.0;56.0;16.0;-0.561087;0.693537
IGAC-AMA-PA-054;-2.175000;-71.703889;8.2;31.1;60.7;1.999054;1.332083
IGAC-AMA-PA-055;-2.169167;-71.698611;31.7;52.6;15.7;-0.704879;0.504395
IGAC-AMA-PA-056;-2.200833;-70.881389;43.5;35.9;20.6;-0.747987;-0.192361
IGAC-AMA-PA-057;-2.208333;-70.880000;45.9;40.1;14.1;-1.182504;-0.135871
IGAC-AMA-PA-058;-2.194444;-70.811944;26.2;59.9;13.9;-0.633150;0.827177
IGAC-AMA-PA-059;-2.193611;-70.803889;25.8;60.1;14.2;-0.597857;0.847082
IGAC-AMA-PA-060;-2.231667;-70.742222;28.4;51.8;19.8;-0.363225;0.600591
IGAC-AMA-PA-061;-2.240833;-70.745833;50.1;37.9;12.0;-1.431695;-0.279607
IGAC-AMA-PA-062;-2.263611;-70.775000;42.0;48.0;10.0;-1.434918;0.133634
IGAC-AMA-PA-063;-2.256944;-70.769167;27.1;48.6;24.4;-0.106405;0.583589
IGAC-AMA-PA-064;-2.166667;-70.752778;60.6;37.4;2.0;-3.410752;-0.481587
IGAC-AMA-PA-065;-2.167222;-70.760000;43.0;54.9;2.1;-3.016909;0.245616
IGAC-AMA-PA-067;-2.214167;-70.945000;14.1;53.4;32.5;0.838278;1.333047
IGAC-AMA-PA-068;-2.263333;-70.715556;34.3;15.8;49.8;0.373258;-0.773875
IGAC-AMA-PA-069;-2.187500;-70.738056;34.2;19.7;46.0;0.296621;-0.550406
IGAC-AMA-PA-070;-2.197222;-70.739444;40.9;57.3;1.8;-3.130814;0.336787
IGAC-AMA-PA-071;-2.235278;-70.902778;42.2;32.9;24.9;-0.529888;-0.250261
IGAC-AMA-PA-072;-2.238889;-70.909167;14.5;44.9;40.6;1.025743;1.127231
IGAC-AMA-PA-073;-2.866667;-69.817500;41.1;53.2;5.7;-1.968303;0.259368
IGAC-AMA-PA-074;-2.937500;-69.843889;28.0;32.0;40.0;0.358495;0.133553
IGAC-AMA-PA-075;-2.943889;-69.838056;35.2;30.7;34.1;-0.031950;-0.136864
IGAC-AMA-PA-076;-2.886111;-69.813611;54.3;34.1;11.7;-1.538317;-0.466470
IGAC-AMA-PA-077;-2.936389;-69.773611;4.1;9.9;86.0;3.052465;0.893612
IGAC-AMA-PA-078;-2.928889;-69.782500;2.0;13.9;84.1;3.739037;1.937667
IGAC-AMA-PA-079;-2.925000;-69.771389;4.0;30.1;65.9;2.798991;2.015743
IGAC-AMA-PA-080;-1.280556;-69.638611;4.0;12.0;84.0;3.044522;1.098612
IGAC-AMA-PA-081;-1.273056;-69.646389;11.2;4.9;84.0;2.017920;-0.833202
IGAC-AMA-PA-082;-1.299167;-69.613889;4.0;13.4;82.6;3.027154;1.212411
IGAC-AMA-PA-084;-1.292222;-69.620556;2.0;12.9;85.1;3.751201;1.860636
IGAC-AMA-PA-085;-1.286389;-69.626389;11.7;24.4;63.9;1.701580;0.739057
IGAC-AMA-PA-086;-1.321667;-69.608056;2.0;13.9;84.1;3.744368;1.941528
IGAC-AMA-PA-087;-1.329444;-69.600278;4.0;7.7;88.3;3.093930;0.660826
IGAC-AMA-PA-088;-1.337778;-69.598611;11.8;27.4;60.7;1.634537;0.839212
IGAC-AMA-PA-089;-1.215000;-70.108611;46.2;23.9;29.9;-0.435239;-0.657882
IGAC-AMA-PA-090;-1.213611;-70.115833;26.2;30.0;43.8;0.512025;0.135560
IGAC-AMA-PA-091;-1.174167;-70.200833;26.1;51.6;22.3;-0.155384;0.681773
IGAC-AMA-PA-092;-1.174167;-70.117222;34.3;38.0;27.8;-0.209865;0.102976
IGAC-AMA-PA-093;-1.304167;-70.164722;11.6;7.8;80.5;1.934861;-0.393201
IGAC-AMA-PA-094;-1.146389;-70.165556;8.8;7.3;83.9;2.257202;-0.183683
IGAC-AMA-PA-095;-0.892222;-70.254722;46.5;38.6;14.9;-1.139852;-0.184561
IGAC-AMA-PA-096;-0.901667;-70.256667;57.3;29.4;13.3;-1.464406;-0.668451
IGAC-AMA-PA-098;-0.546111;-70.324444;62.6;15.3;22.1;-1.042418;-1.409129
IGAC-AMA-PA-099;-1.091111;-71.351389;7.6;9.3;83.2;2.394920;0.198708
IGAC-AMA-PA-100;-1.050000;-71.400833;5.3;36.4;58.3;2.394495;1.922999
IGAC-AMA-PA-101;-1.041389;-71.418056;20.1;18.0;62.0;1.126642;-0.112330
IGAC-AMA-PA-102;-1.101389;-71.050000;8.1;22.5;69.4;2.152605;1.025688
IGAC-AMA-PA-103;-1.112500;-71.041667;16.0;42.0;42.0;0.962471;0.963390
IGAC-AMA-PA-104;-1.043333;-71.189444;33.5;22.3;44.2;0.279449;-0.405028
IGAC-AMA-PA-105;-1.036389;-71.200278;26.1;22.7;51.1;0.671105;-0.140464
IGAC-AMA-PA-106;-1.285833;-70.978333;39.7;52.1;8.2;-1.580930;0.272266
IGAC-AMA-PA-107;-1.295833;-70.975556;28.6;53.9;17.5;-0.491332;0.633871
IGAC-AMA-PA-108;-1.221389;-70.851389;13.4;31.2;55.3;1.415580;0.843749
IGAC-AMA-PA-109;-1.229722;-70.855000;45.6;47.5;6.9;-1.886679;0.039931
IGAC-AMA-PA-110;-1.406111;-70.910278;51.3;26.4;22.3;-0.830847;-0.665262
IGAC-AMA-PA-111;-1.398056;-70.911111;10.8;18.0;71.2;1.888858;0.515976
IGAC-AMA-PA-112;-1.392222;-70.877222;13.6;44.5;41.9;1.125441;1.183640
IGAC-AMA-PA-113;-1.336667;-70.794722;15.9;20.5;63.5;1.381905;0.252763
IGAC-AMA-PA-114;-1.267778;-70.867778;36.2;57.7;6.1;-1.788936;0.466269
IGAC-AMA-PA-115;-1.262222;-70.873889;11.7;57.3;31.0;0.972282;1.588730
IGAC-AMA-PA-116;-1.444167;-70.244167;23.0;28.0;49.1;0.758213;0.196302
IGAC-AMA-PA-117;-1.218169;-69.988595;52.4;33.5;14.0;-1.316553;-0.446291
IGAC-AMA-PA-118;-1.516389;-69.989444;67.9;22.2;9.9;-1.929867;-1.116713
IGAC-AMA-PA-119;-1.599722;-70.026667;46.1;41.9;11.9;-1.351242;-0.095178
IGAC-AMA-PA-120;-1.606111;-70.019722;30.1;54.0;15.9;-0.641340;0.583019
IGAC-AMA-PA-121;-1.568056;-70.061389;10.9;35.7;53.4;1.584322;1.182233
IGAC-AMA-PA-122;-1.562500;-70.051389;16.0;57.7;26.3;0.497334;1.283139
IGAC-AMA-PA-123;-1.265833;-69.719444;31.2;14.5;54.3;0.555492;-0.764766
IGAC-AMA-PA-124;-1.273056;-69.716944;20.8;14.0;65.2;1.142776;-0.393586
IGAC-AMA-PA-125;-1.287778;-69.713333;21.0;25.6;53.4;0.931457;0.196738
IGAC-AMA-PA-126;-1.280000;-69.716389;8.1;10.2;81.7;2.313503;0.233958
IGAC-AMA-PA-127;-1.440019;-69.453275;16.0;59.9;24.1;0.407329;1.318692
IGAC-AMA-PA-128;-1.524873;-69.486233;43.3;24.7;31.9;-0.305017;-0.561162
IGAC-AMA-PA-129;-1.516201;-69.491872;30.0;24.0;46.0;0.427444;-0.223144
IGAC-AMA-PA-130;-1.250278;-72.474444;39.8;54.1;6.1;-1.882129;0.306661
IGAC-AMA-PA-131;-1.248333;-69.467222;14.5;51.6;33.8;0.845970;1.268926
IGAC-AMA-PA-132;-1.267500;-72.451944;38.0;51.1;10.8;-1.256050;0.295774
IGAC-AMA-PA-133;-1.332500;-69.628056;38.0;33.9;28.2;-0.299954;-0.115595
IGAC-AMA-PA-134;-1.325278;-69.562500;30.0;37.9;32.1;0.069066;0.233389
IGAC-AMA-PA-135;-0.635556;-72.411667;3.1;2.9;94.0;3.423524;-0.042773
IGAC-AMA-PA-136;-0.658889;-72.372778;34.6;15.8;49.6;0.359525;-0.782201
IGAC-AMA-PA-137;-0.685694;-72.263036;10.0;16.0;74.0;2.000529;0.469615
IGAC-AMA-PA-138;-0.629722;-72.281944;27.9;36.0;36.1;0.256899;0.253003
IGAC-AMA-PA-139;-0.595278;-72.225556;29.1;19.1;51.7;0.573632;-0.421658
IGAC-AMA-PA-140;-0.526389;-72.174722;7.7;1.7;90.6;2.463546;-1.523557
IGAC-AMA-PA-141;-0.534167;-72.173333;2.1;4.0;93.9;3.808440;0.651421
IGAC-AMA-PA-142;-0.516667;-72.128889;42.5;32.6;24.9;-0.534535;-0.266951
IGAC-AMA-PA-143;-0.589167;-72.428056;2.0;6.0;92.0;3.828641;1.098612
IGAC-AMA-PA-144;-0.599722;-72.421944;10.0;10.0;80.0;2.081372;-0.000876
IGAC-AMA-PA-145;-0.648889;-72.082778;23.5;11.9;64.5;1.008794;-0.677731
IGAC-AMA-PA-146;-0.671389;-72.070833;10.1;16.4;73.6;1.989727;0.486562
IGAC-AMA-PA-147;-1.167778;-71.520833;27.8;22.1;50.1;0.590718;-0.227249
IGAC-AMA-PA-148;-1.359023;-72.842116;32.0;28.0;40.0;0.222793;-0.133534
IGAC-AMA-PA-149;-1.381667;-69.867222;4.0;60.3;35.7;2.184883;2.708043
IGAC-AMA-PA-150;-1.309916;-72.862508;13.9;24.2;61.9;1.492412;0.551081
IGAC-AMA-PA-151;-1.576111;-72.712500;2.0;10.0;88.0;3.784419;1.607421
IGAC-AMA-PA-152;-1.583330;-72.704720;10.0;32.0;58.0;1.756893;1.162510
IGAC-AMA-PA-153;-1.854167;-72.371944;28.0;34.0;38.0;0.304451;0.192678
IGAC-AMA-PA-154;-1.684722;-72.514722;49.7;40.4;10.0;-1.605788;-0.206842
IGAC-AMA-PA-155;-1.783333;-72.449722;12.4;33.5;54.1;1.471493;0.993833
IGAC-AMA-PA-156;-1.778889;-72.537222;22.0;28.1;49.9;0.817300;0.242489
IGAC-AMA-PA-157;-1.469166;-72.811940;2.0;33.9;64.1;3.471643;2.835656
IGAC-AMA-PA-158;-1.443098;-72.795539;26.0;12.0;62.0;0.867420;-0.773728
IGAC-AMA-PA-159;-1.004444;-74.177777;42.0;24.0;34.0;-0.211631;-0.560198
IGAC-AMA-PA-160;-1.855833;-70.964722;49.1;37.1;13.9;-1.262694;-0.280600
IGAC-AMA-PA-163;-1.013611;-74.036944;10.2;36.3;53.5;1.658012;1.269037
IGAC-AMA-PA-165;-2.138611;-73.043056;32.2;23.6;44.2;0.315501;-0.309927
IGAC-AMA-PA-166;-1.768889;-73.188889;43.0;24.9;32.1;-0.292961;-0.546413
IGAC-AMA-PA-167;-1.841389;-70.125833;38.0;26.5;35.5;-0.067916;-0.359907
IGAC-AMA-PA-168;-1.649167;-70.231111;29.8;36.3;34.0;0.131956;0.197292
IGAC-AMA-PA-169;-0.539722;-73.364444;45.6;29.4;25.0;-0.601361;-0.440528
IGAC-AMA-PA-170;-0.620833;-72.908611;45.8;16.8;37.4;-0.201712;-1.002758
IGAC-AMA-PA-171;-0.538333;-73.008056;26.4;61.2;12.5;-0.748064;0.842299
IGAC-AMA-PA-172;-0.640278;-73.185000;7.1;3.0;89.9;2.535362;-0.860774
IGAC-AMA-PA-173;-0.587778;-73.046389;23.4;34.7;41.9;0.581939;0.391528
IGAC-AMA-PA-174;-0.637500;-73.055556;47.7;34.2;18.2;-0.964426;-0.333604
IGAC-AMA-PA-175;-0.508056;-73.611944;27.5;24.0;48.4;0.564327;-0.135889
IGAC-ANT-A-1;8.498453;-76.809157;5.6;6.1;88.3;2.748692;0.075428
IGAC-ANT-A-101;7.682790;-76.678390;11.4;7.3;81.3;1.962769;-0.454105
IGAC-ANT-A-103;7.270996;-76.443498;9.0;8.9;82.1;2.208274;-0.009541
IGAC-ANT-A-104;7.515036;-76.588920;21.4;24.5;54.1;0.925551;0.135037
IGAC-ANT-A-105;7.137909;-76.400296;52.2;22.8;25.0;-0.733668;-0.827894
IGAC-ANT-A-106;6.657460;-74.858310;16.2;45.7;38.1;0.855993;1.036631
IGAC-ANT-A-107;6.544150;-75.223450;34.0;17.4;48.6;0.356092;-0.673135
IGAC-ANT-A-108;6.294625;-75.043788;28.9;8.5;62.6;0.772433;-1.222602
IGAC-ANT-A-109;7.232616;-76.470449;41.9;21.9;36.2;-0.145835;-0.650255
IGAC-ANT-A-11;7.868019;-77.040685;21.9;43.3;34.8;0.461479;0.679132
IGAC-ANT-A-112;7.625225;-76.955317;30.0;32.1;37.9;0.231889;0.065704
IGAC-ANT-A-114;7.590510;-74.790810;28.5;9.1;62.3;0.782238;-1.137360
IGAC-ANT-A-115;8.032044;-75.200046;34.1;23.9;42.0;0.208186;-0.356207
IGAC-ANT-A-116;7.683180;-74.752230;36.8;32.6;30.6;-0.186015;-0.121197
IGAC-ANT-A-117;6.220833;-74.613061;16.0;9.0;75.0;1.543135;-0.576111
IGAC-ANT-A-118;7.093974;-73.953421;17.2;33.6;49.2;1.050227;0.669216
IGAC-ANT-A-12;7.844621;-77.060506;11.5;14.6;73.8;1.857378;0.239971
IGAC-ANT-A-120;6.486697;-74.418803;7.6;14.0;78.4;2.332802;0.613739
IGAC-ANT-A-122;7.828442;-76.632230;29.8;15.4;54.8;0.610551;-0.661362
IGAC-ANT-A-123;7.516755;-76.586697;23.7;15.6;60.7;0.939350;-0.417666
IGAC-ANT-A-124;7.829122;-76.632989;31.9;35.7;32.4;0.014839;0.113835
IGAC-ANT-A-125;8.794670;-76.395960;45.0;37.0;18.1;-0.912834;-0.196702
IGAC-ANT-A-126;8.831830;-76.420520;69.9;23.9;6.2;-2.429345;-1.071476
IGAC-ANT-A-127;8.823267;-76.456405;17.1;20.0;62.9;1.303599;0.157543
IGAC-ANT-A-128;8.600200;-76.284210;30.4;31.2;38.4;0.233806;0.026964
IGAC-ANT-A-129;6.568655;-75.806522;46.5;29.1;24.5;-0.641455;-0.468997
IGAC-ANT-A-13;7.850595;-77.049748;30.6;43.9;25.5;-0.181667;0.362340
IGAC-ANT-A-130;6.495520;-75.795600;23.7;17.9;58.4;0.902649;-0.281554
