profile_identifier;latitude;longitude;clay.30.60.cm;silt.30.60.cm;sand.30.60.cm;trans_1.30.60.cm;trans_2.30.60.cm
69923;-0.466667;-72.233333;45.1;16.2;38.7;-0.153719;-1.021663
69933;-0.450000;-72.216667;0.8;11.4;87.9;4.742823;2.698815
70535;2.400000;-76.650000;24.9;16.3;58.7;0.856853;-0.423394
70556;5.800000;-71.849722;20.6;10.2;69.2;1.211990;-0.699210
70558;11.600000;-72.250000;28.1;19.0;52.9;0.632284;-0.392097
70559;5.800000;-71.400000;20.6;36.2;43.2;0.742371;0.565001
70570;1.000000;-75.309722;49.2;26.5;24.4;-0.700858;-0.619785
70577;4.400000;-70.400000;15.3;52.8;31.9;0.737215;1.240735
70578;4.900000;-68.500000;17.6;20.1;62.3;1.261350;0.130300
70580;5.900000;-71.500000;48.1;29.1;22.8;-0.747580;-0.503588
70581;3.950000;-77.199722;0.7;0.5;98.7;4.918551;-0.297035
70582;4.300000;-76.250000;26.4;21.6;51.9;0.675331;-0.200132
70583;7.300000;-76.400000;53.1;11.0;35.9;-0.391314;-1.575767
70584;8.500000;-77.260000;31.9;25.7;42.4;0.283610;-0.216332
70585;3.400000;-76.800000;33.9;24.1;41.9;0.211969;-0.339980
70586;1.200000;-69.879722;4.0;4.1;91.9;3.124394;0.002401
70587;0.700000;-70.900000;35.1;9.9;55.0;0.448946;-1.266463
70588;1.100000;-69.900000;44.6;7.4;48.0;0.075201;-1.795212
70589;1.500000;-72.699722;14.3;13.8;71.9;1.614075;-0.040246
70591;1.200000;-70.250000;33.0;13.3;53.7;0.487051;-0.909814
70592;10.550000;-74.900000;54.5;21.2;24.3;-0.808828;-0.946947
70593;5.250000;-73.900000;38.0;35.4;26.5;-0.360867;-0.071388
70594;2.000000;-77.199722;32.9;30.4;36.7;0.108068;-0.080910
70595;3.650000;-74.199722;11.4;24.0;64.6;1.736891;0.746387
70596;9.500000;-75.379722;55.0;27.2;17.8;-1.129126;-0.705057
70598;4.650000;-74.230000;37.9;31.4;30.7;-0.209342;-0.189663
70599;5.400000;-75.449722;4.0;24.8;71.2;2.890517;1.835829
70600;6.400000;-70.500000;5.9;12.1;82.0;2.623558;0.707244
70601;10.750000;-73.629722;6.6;8.6;84.7;2.548326;0.263708
70602;2.400000;-76.500000;22.1;32.7;45.2;0.713100;0.389766
70603;2.500000;-76.599722;30.4;53.9;15.7;-0.660971;0.573947
70604;3.900000;-76.599722;42.7;51.8;5.5;-2.048610;0.193356
70605;7.500000;-73.360000;33.5;33.6;32.9;-0.016571;0.005861
70784;-1.600000;-73.400000;45.9;13.1;41.0;-0.113654;-1.252808
70811;6.300000;-74.059722;51.0;25.3;23.6;-0.770565;-0.700351
70819;2.799722;-70.599722;22.3;12.1;65.6;1.079859;-0.607168
70838;3.799722;-77.099722;67.5;25.4;7.0;-2.259759;-0.977556
70839;3.849722;-77.000000;30.0;36.2;33.8;0.120691;0.186583
70888;3.660000;-76.900000;24.2;28.7;47.1;0.664120;0.167839
70937;11.649722;-72.199722;22.4;33.6;44.0;0.674118;0.403780
70938;3.349722;-73.800000;28.4;14.1;57.5;0.707172;-0.696262
70939;10.899722;-72.849722;27.4;61.1;11.5;-0.871909;0.801636
70940;10.949722;-72.800000;9.5;20.3;70.2;2.005251;0.764608
70941;3.099722;-70.800000;56.2;26.4;17.3;-1.178100;-0.754353
71330;-1.279722;-70.339722;23.8;30.4;45.9;0.657721;0.245357
71331;-1.360000;-69.949722;34.1;21.2;44.7;0.271061;-0.476894
71340;-2.339722;-72.360000;47.6;15.4;37.0;-0.252828;-1.127236
71341;-1.340000;-73.309722;45.9;13.1;41.0;-0.113654;-1.252808
71342;-1.110000;-74.010000;26.3;45.5;28.3;0.073367;0.548203
71387;3.259722;-68.069722;3.9;5.7;90.4;3.135188;0.364143
71389;3.849722;-76.750000;50.9;26.4;22.7;-0.808893;-0.656745
71390;3.599722;-76.699722;53.2;23.3;23.5;-0.817326;-0.827860
71391;4.349722;-75.199722;48.5;9.5;42.1;-0.141825;-1.632606
71470;4.199722;-76.300000;43.3;27.5;29.2;-0.394242;-0.454894
71471;11.199722;-72.400000;17.5;3.2;79.2;1.509322;-1.685485
71472;11.329722;-72.500000;26.7;23.7;49.6;0.619028;-0.119922
71473;11.699722;-72.250000;39.8;11.9;48.2;0.190774;-1.205125
71474;4.719722;-74.099722;73.9;25.4;0.7;-4.631676;-1.066636
71475;4.719722;-74.650000;72.7;26.5;0.8;-4.557671;-1.007365
71476;10.199722;-75.400000;35.4;7.7;56.9;0.472709;-1.525266
71477;8.399722;-73.300000;41.9;25.9;32.2;-0.262194;-0.479794
71478;8.399722;-77.250000;46.1;30.4;23.5;-0.675872;-0.417647
71479;7.699722;-76.500000;22.5;49.9;27.6;0.203299;0.794785
71480;7.659722;-76.639722;32.7;46.0;21.3;-0.427098;0.340529
71481;10.939722;-73.660000;4.2;20.1;75.7;2.900466;1.574560
71482;3.599722;-76.250000;20.4;47.0;32.6;0.471008;0.834972
71483;0.940000;-69.949722;1.9;1.9;96.1;3.897854;-0.006471
71484;2.299722;-76.599722;4.4;39.5;56.1;2.539465;2.190071
71485;2.599722;-75.300000;4.1;5.5;90.4;3.085152;0.283755
71486;4.849722;-74.209722;11.4;62.2;26.4;0.844102;1.700968
71489;5.099722;-75.349722;5.0;8.8;86.2;2.849583;0.572671
71490;6.380000;-70.540000;29.7;42.8;27.5;-0.078375;0.362678
71491;4.599722;-75.699722;13.7;27.1;59.3;1.467896;0.683666
71492;3.299722;-73.949722;6.5;27.7;65.8;2.307610;1.441376
71493;1.399722;-74.900000;46.0;44.6;9.4;-1.586604;-0.030703
71494;5.599722;-72.050000;49.6;12.2;38.2;-0.262317;-1.401783
71495;6.219722;-72.790000;14.8;20.5;64.8;1.478877;0.327876
71496;2.799722;-75.300000;28.4;18.2;53.4;0.630991;-0.447670
71497;2.599722;-75.400000;14.5;15.3;70.2;1.575948;0.054564
71498;2.390000;-75.250000;33.3;49.0;17.7;-0.632018;0.388042
71499;1.370000;-70.870000;27.3;10.0;62.7;0.832115;-1.006793
71500;0.970000;-70.889722;45.9;14.0;40.1;-0.136598;-1.185824
71501;10.949722;-73.650000;19.7;24.5;55.7;1.037725;0.215643
71502;7.449722;-73.139722;49.2;30.4;20.3;-0.884458;-0.481898
71667;-2.440000;-72.190000;30.6;40.6;28.9;-0.056632;0.283030
71710;2.819722;-71.040000;18.3;45.8;35.9;0.671617;0.916385
71711;3.099722;-76.199722;24.2;11.6;64.2;0.977509;-0.733651
71712;4.829722;-68.330000;2.0;4.0;94.0;3.857482;0.707445
71745;2.600000;-72.566667;6.8;63.1;30.1;1.491443;2.232846
IGAC-AMA-PA-001;-4.157500;-69.948333;41.1;41.1;17.8;-0.836862;0.001327
IGAC-AMA-PA-002;-4.092222;-69.990556;12.9;20.8;66.3;1.637042;0.480112
IGAC-AMA-PA-003;-3.698889;-70.565833;47.3;37.6;15.1;-1.142685;-0.231162
IGAC-AMA-PA-004;-3.797500;-70.306111;77.0;19.2;3.8;-2.998469;-1.388870
IGAC-AMA-PA-007;-3.802778;-70.617778;42.7;49.1;8.2;-1.656371;0.139369
IGAC-AMA-PA-010;-3.852500;-70.248611;30.9;59.9;9.1;-1.217266;0.662376
IGAC-AMA-PA-011;-3.857778;-70.192500;54.1;21.8;24.0;-0.811820;-0.908833
IGAC-AMA-PA-012;-3.934167;-70.122500;64.1;26.3;9.6;-1.895768;-0.890353
IGAC-AMA-PA-013;-4.019722;-70.156111;37.3;54.5;8.2;-1.515374;0.379760
IGAC-AMA-PA-014;-3.979444;-70.061111;45.7;16.0;38.3;-0.175538;-1.046876
IGAC-AMA-PA-015;-3.798611;-69.898611;46.6;18.8;34.6;-0.296706;-0.909940
IGAC-AMA-PA-016;-3.744722;-69.873611;20.3;24.3;55.4;1.004203;0.182371
IGAC-AMA-PA-017;-3.750278;-69.880000;13.0;16.9;70.1;1.685654;0.260213
IGAC-AMA-PA-018;-4.144167;-69.948056;43.5;40.4;16.1;-0.993546;-0.072238
IGAC-AMA-PA-019;-4.133056;-69.951667;20.1;29.5;50.5;0.921875;0.383492
IGAC-AMA-PA-020;-2.772778;-69.821944;28.5;42.4;29.1;0.020752;0.396541
IGAC-AMA-PA-021;-2.751389;-69.817778;21.3;46.0;32.7;0.432036;0.771975
IGAC-AMA-PA-022;-3.062222;-70.001389;45.3;29.5;25.1;-0.590370;-0.428664
IGAC-AMA-PA-023;-3.059167;-70.072778;34.4;32.4;33.2;-0.036932;-0.060361
IGAC-AMA-PA-025;-3.188333;-70.293333;77.1;14.4;8.5;-2.202637;-1.681442
IGAC-AMA-PA-026;-3.195833;-70.293611;51.9;39.8;8.2;-1.840547;-0.265201
IGAC-AMA-PA-029;-2.902222;-69.758056;45.7;29.7;24.6;-0.617335;-0.429652
IGAC-AMA-PA-030;-2.642500;-70.069444;48.0;30.9;21.1;-0.821469;-0.442158
IGAC-AMA-PA-031;-2.582222;-70.036667;50.6;31.4;17.9;-1.037407;-0.477101
IGAC-AMA-PA-032;-2.574444;-70.015278;20.3;27.0;52.7;0.954463;0.283938
IGAC-AMA-PA-033;-2.599444;-70.220278;20.2;56.1;23.7;0.162890;1.022486
IGAC-AMA-PA-034;-2.544167;-70.174167;46.0;42.4;11.7;-1.370833;-0.081941
IGAC-AMA-PA-035;-2.748056;-70.018333;37.9;49.1;13.0;-1.071012;0.258375
IGAC-AMA-PA-036;-4.007778;-69.957778;43.6;10.2;46.2;0.056296;-1.453838
IGAC-AMA-PA-037;-4.044167;-69.974167;44.2;27.0;28.8;-0.427011;-0.493723
IGAC-AMA-PA-038;-4.080556;-69.995000;48.4;34.6;17.1;-1.042776;-0.336016
IGAC-AMA-PA-039;-3.852222;-70.213056;28.3;20.3;51.4;0.597049;-0.333103
IGAC-AMA-PA-040;-2.114444;-71.937778;70.2;24.0;5.8;-2.491070;-1.072885
IGAC-AMA-PA-041;-2.103056;-71.947222;62.5;30.3;7.2;-2.158106;-0.722235
IGAC-AMA-PA-042;-2.108056;-71.942222;54.9;33.4;11.7;-1.544031;-0.496130
IGAC-AMA-PA-043;-2.123611;-71.753889;84.2;6.0;9.9;-2.144741;-2.648162
IGAC-AMA-PA-044;-2.115278;-71.748333;72.6;18.5;8.9;-2.093856;-1.367546
IGAC-AMA-PA-046;-2.154444;-71.767500;62.8;27.2;9.9;-1.845447;-0.836272
IGAC-AMA-PA-047;-2.233333;-71.863056;60.4;33.9;5.7;-2.366959;-0.576366
IGAC-AMA-PA-048;-2.230556;-71.853333;19.8;50.1;30.1;0.418056;0.926757
IGAC-AMA-PA-049;-2.208889;-71.674444;43.7;49.3;7.0;-1.827071;0.122131
IGAC-AMA-PA-051;-2.215000;-71.678889;37.0;57.2;5.8;-1.849047;0.435097
IGAC-AMA-PA-052;-2.178056;-71.517500;55.2;35.9;8.9;-1.822610;-0.429867
IGAC-AMA-PA-053;-2.167222;-72.018611;33.0;51.5;15.6;-0.749298;0.445812
IGAC-AMA-PA-054;-2.175000;-71.703889;27.6;47.8;24.6;-0.114562;0.549023
IGAC-AMA-PA-055;-2.169167;-71.698611;48.7;39.9;11.5;-1.446575;-0.199925
IGAC-AMA-PA-056;-2.200833;-70.881389;50.4;35.6;14.0;-1.279397;-0.345854
IGAC-AMA-PA-057;-2.208333;-70.880000;58.7;36.1;5.1;-2.437075;-0.485349
IGAC-AMA-PA-058;-2.194444;-70.811944;35.3;55.5;9.2;-1.340198;0.451755
IGAC-AMA-PA-059;-2.193611;-70.803889;32.1;56.5;11.4;-1.036559;0.566124
IGAC-AMA-PA-060;-2.231667;-70.742222;39.9;42.2;18.0;-0.796151;0.056038
IGAC-AMA-PA-061;-2.240833;-70.745833;66.9;24.5;8.6;-2.056941;-1.004231
IGAC-AMA-PA-062;-2.263611;-70.775000;42.2;47.9;9.9;-1.448143;0.125520
IGAC-AMA-PA-063;-2.256944;-70.769167;16.0;41.7;42.3;0.970924;0.956867
IGAC-AMA-PA-064;-2.166667;-70.752778;62.5;35.5;2.0;-3.441971;-0.565500
IGAC-AMA-PA-065;-2.167222;-70.760000;34.1;63.8;2.1;-2.802915;0.626851
IGAC-AMA-PA-067;-2.214167;-70.945000;20.7;55.4;23.9;0.145856;0.986450
IGAC-AMA-PA-068;-2.263333;-70.715556;42.9;11.6;45.5;0.059394;-1.304426
IGAC-AMA-PA-069;-2.187500;-70.738056;60.8;26.1;13.1;-1.533121;-0.846000
IGAC-AMA-PA-070;-2.197222;-70.739444;34.2;62.3;3.5;-2.288910;0.600346
IGAC-AMA-PA-071;-2.235278;-70.902778;24.0;20.3;55.7;0.843662;-0.165850
IGAC-AMA-PA-072;-2.238889;-70.909167;22.5;43.2;34.4;0.424204;0.651900
IGAC-AMA-PA-073;-2.866667;-69.817500;57.1;39.1;3.8;-2.708228;-0.379877
IGAC-AMA-PA-074;-2.937500;-69.843889;30.2;33.9;35.9;0.173602;0.117747
IGAC-AMA-PA-075;-2.943889;-69.838056;43.9;25.8;30.3;-0.369371;-0.532487
IGAC-AMA-PA-076;-2.886111;-69.813611;52.1;34.0;13.9;-1.321302;-0.428689
IGAC-AMA-PA-077;-2.936389;-69.773611;2.0;12.0;86.0;3.761334;1.794618
IGAC-AMA-PA-078;-2.928889;-69.782500;2.0;18.2;79.8;3.686866;2.206123
IGAC-AMA-PA-079;-2.925000;-69.771389;11.0;33.5;55.5;1.619771;1.116765
IGAC-AMA-PA-081;-1.273056;-69.646389;25.0;11.8;63.2;0.926330;-0.752485
IGAC-AMA-PA-085;-1.286389;-69.626389;20.2;26.6;53.2;0.967677;0.272448
IGAC-AMA-PA-086;-1.321667;-69.608056;6.3;20.7;73.1;2.456834;1.194842
IGAC-AMA-PA-088;-1.337778;-69.598611;20.4;22.7;56.9;1.027232;0.109979
IGAC-AMA-PA-089;-1.215000;-70.108611;57.2;21.7;21.0;-1.000896;-0.967350
IGAC-AMA-PA-090;-1.213611;-70.115833;39.8;28.5;31.6;-0.229982;-0.332951
IGAC-AMA-PA-091;-1.174167;-70.200833;31.1;52.2;16.6;-0.628295;0.517050
IGAC-AMA-PA-092;-1.174167;-70.117222;46.7;31.6;21.7;-0.764884;-0.390087
IGAC-AMA-PA-093;-1.304167;-70.164722;20.0;12.1;67.9;1.224178;-0.503103
IGAC-AMA-PA-094;-1.146389;-70.165556;15.8;15.6;68.6;1.470053;-0.008193
IGAC-AMA-PA-095;-0.892222;-70.254722;65.5;28.1;6.4;-2.332374;-0.844576
IGAC-AMA-PA-096;-0.901667;-70.256667;66.6;19.2;14.2;-1.547155;-1.242032
IGAC-AMA-PA-098;-0.546111;-70.324444;75.4;9.3;15.3;-1.593364;-2.095773
IGAC-AMA-PA-099;-1.091111;-71.351389;17.4;16.6;65.9;1.330812;-0.047286
IGAC-AMA-PA-100;-1.050000;-71.400833;15.0;33.1;51.9;1.238551;0.787640
IGAC-AMA-PA-101;-1.041389;-71.418056;20.7;20.4;58.9;1.046411;-0.016619
IGAC-AMA-PA-102;-1.101389;-71.050000;9.8;31.4;58.7;1.785498;1.160819
IGAC-AMA-PA-103;-1.112500;-71.041667;29.1;37.0;33.8;0.149624;0.238955
IGAC-AMA-PA-104;-1.043333;-71.189444;47.1;24.1;28.8;-0.492307;-0.669138
IGAC-AMA-PA-105;-1.036389;-71.200278;45.2;15.8;39.0;-0.147938;-1.050230
IGAC-AMA-PA-106;-1.285833;-70.978333;35.2;53.2;11.6;-1.108069;0.411927
IGAC-AMA-PA-107;-1.295833;-70.975556;47.5;45.4;7.0;-1.912655;-0.045597
IGAC-AMA-PA-108;-1.221389;-70.851389;22.7;37.1;40.2;0.568397;0.488902
IGAC-AMA-PA-109;-1.229722;-70.855000;59.0;30.2;10.9;-1.692077;-0.670643
IGAC-AMA-PA-110;-1.406111;-70.910278;64.6;34.1;1.3;-3.918398;-0.639702
IGAC-AMA-PA-111;-1.398056;-70.911111;18.7;27.4;53.9;1.060529;0.382852
IGAC-AMA-PA-112;-1.392222;-70.877222;20.2;37.8;41.9;0.728370;0.624453
IGAC-AMA-PA-113;-1.336667;-70.794722;25.7;18.3;56.0;0.780348;-0.339304
IGAC-AMA-PA-114;-1.267778;-70.867778;41.2;56.7;2.1;-2.996282;0.318680
IGAC-AMA-PA-115;-1.262222;-70.873889;16.0;64.1;19.9;0.218284;1.387192
IGAC-AMA-PA-116;-1.444167;-70.244167;29.3;28.0;42.7;0.375984;-0.044812
IGAC-AMA-PA-117;-1.218169;-69.988595;71.2;24.8;3.9;-2.894249;-1.052796
IGAC-AMA-PA-118;-1.516389;-69.989444;68.8;18.4;12.9;-1.674883;-1.320025
IGAC-AMA-PA-119;-1.599722;-70.026667;61.0;31.5;7.4;-2.105458;-0.659805
IGAC-AMA-PA-120;-1.606111;-70.019722;45.8;46.6;7.7;-1.784547;0.017694
IGAC-AMA-PA-121;-1.568056;-70.061389;6.7;16.6;76.7;2.431027;0.900921
IGAC-AMA-PA-122;-1.562500;-70.051389;30.8;53.3;16.0;-0.656830;0.548014
IGAC-AMA-PA-123;-1.265833;-69.719444;29.0;13.7;57.3;0.679841;-0.747968
IGAC-AMA-PA-124;-1.273056;-69.716944;44.2;12.4;43.3;-0.020945;-1.270163
IGAC-AMA-PA-125;-1.287778;-69.713333;34.9;18.3;46.8;0.295025;-0.646590
IGAC-AMA-PA-126;-1.280000;-69.716389;8.6;14.8;76.6;2.187497;0.546624
IGAC-AMA-PA-127;-1.440019;-69.453275;18.0;55.8;26.2;0.371753;1.129890
IGAC-AMA-PA-128;-1.524873;-69.486233;33.2;36.0;30.8;-0.074109;0.080930
IGAC-AMA-PA-130;-1.250278;-72.474444;32.9;58.8;8.3;-1.380484;0.578844
IGAC-AMA-PA-131;-1.248333;-69.467222;10.1;36.1;53.8;1.677306;1.279121
IGAC-AMA-PA-132;-1.267500;-72.451944;45.8;52.0;2.2;-3.031065;0.126158
IGAC-AMA-PA-133;-1.332500;-69.628056;47.1;29.2;23.7;-0.687997;-0.480489
IGAC-AMA-PA-134;-1.325278;-69.562500;50.8;28.5;20.6;-0.901385;-0.578393
IGAC-AMA-PA-135;-0.635556;-72.411667;2.8;3.2;94.0;3.501750;0.111053
IGAC-AMA-PA-136;-0.658889;-72.372778;43.2;11.4;45.3;0.047577;-1.328808
IGAC-AMA-PA-137;-0.685694;-72.263036;20.8;15.7;63.6;1.119193;-0.282173
IGAC-AMA-PA-138;-0.629722;-72.281944;44.8;29.3;25.9;-0.549721;-0.425223
IGAC-AMA-PA-139;-0.595278;-72.225556;46.9;14.9;38.2;-0.206552;-1.148410
IGAC-AMA-PA-140;-0.526389;-72.174722;15.5;9.9;74.6;1.571644;-0.453462
IGAC-AMA-PA-141;-0.534167;-72.173333;2.9;4.0;93.1;3.470452;0.315084
IGAC-AMA-PA-142;-0.516667;-72.128889;50.2;29.3;20.6;-0.892167;-0.538279
IGAC-AMA-PA-143;-0.589167;-72.428056;2.0;6.0;92.0;3.828641;1.098612
IGAC-AMA-PA-144;-0.599722;-72.421944;14.8;16.9;68.4;1.533921;0.133245
IGAC-AMA-PA-145;-0.648889;-72.082778;49.0;13.8;37.1;-0.277768;-1.264663
IGAC-AMA-PA-146;-0.671389;-72.070833;15.9;18.6;65.5;1.412618;0.153819
IGAC-AMA-PA-147;-1.167778;-71.520833;41.4;15.3;43.3;0.043527;-0.997569
IGAC-AMA-PA-148;-1.359023;-72.842116;41.4;22.6;36.0;-0.139280;-0.603834
IGAC-AMA-PA-149;-1.381667;-69.867222;4.1;60.1;35.8;2.168055;2.684343
IGAC-AMA-PA-150;-1.309916;-72.862508;15.9;20.3;63.9;1.392554;0.244679
IGAC-AMA-PA-151;-1.576111;-72.712500;2.0;7.6;90.4;3.810647;1.340343
IGAC-AMA-PA-152;-1.583330;-72.704720;14.1;33.8;52.1;1.307655;0.875064
IGAC-AMA-PA-153;-1.854167;-72.371944;46.9;20.9;32.2;-0.375497;-0.805366
IGAC-AMA-PA-154;-1.684722;-72.514722;60.5;30.4;9.1;-1.897702;-0.689643
IGAC-AMA-PA-155;-1.783333;-72.449722;19.7;29.6;50.7;0.947729;0.409781
IGAC-AMA-PA-156;-1.778889;-72.537222;30.0;26.2;43.7;0.376542;-0.134931
IGAC-AMA-PA-157;-1.469166;-72.811940;3.0;28.3;68.8;3.144683;2.255494
IGAC-AMA-PA-158;-1.443098;-72.795539;33.7;9.8;56.5;0.517025;-1.233690
IGAC-AMA-PA-159;-1.004444;-74.177777;52.7;18.7;28.6;-0.612041;-1.035696
IGAC-AMA-PA-160;-1.855833;-70.964722;66.1;24.9;9.0;-1.989113;-0.976655
IGAC-AMA-PA-163;-1.013611;-74.036944;9.7;35.8;54.6;1.730762;1.307898
IGAC-AMA-PA-165;-2.138611;-73.043056;39.6;19.6;40.8;0.030892;-0.701814
IGAC-AMA-PA-166;-1.768889;-73.188889;66.1;14.3;19.6;-1.214957;-1.532874
IGAC-AMA-PA-167;-1.841389;-70.125833;39.9;22.2;37.9;-0.051751;-0.589077
IGAC-AMA-PA-168;-1.649167;-70.231111;36.4;24.4;39.2;0.074901;-0.400517
IGAC-AMA-PA-169;-0.539722;-73.364444;66.1;19.2;14.6;-1.506908;-1.233973
IGAC-AMA-PA-170;-0.620833;-72.908611;53.0;12.4;34.6;-0.426024;-1.449996
IGAC-AMA-PA-171;-0.538333;-73.008056;42.4;49.7;7.9;-1.682664;0.158783
IGAC-AMA-PA-172;-0.640278;-73.185000;19.6;8.7;71.7;1.295242;-0.815298
IGAC-AMA-PA-173;-0.587778;-73.046389;50.8;25.4;23.8;-0.760583;-0.694763
IGAC-AMA-PA-174;-0.637500;-73.055556;57.1;29.3;13.6;-1.438711;-0.668300
IGAC-AMA-PA-175;-0.508056;-73.611944;42.7;21.0;36.3;-0.161373;-0.711135
IGAC-ANT-A-1;8.498453;-76.809157;5.5;2.8;91.7;2.812783;-0.675527
IGAC-ANT-A-103;7.270996;-76.443498;15.6;12.7;71.7;1.526932;-0.204695
IGAC-ANT-A-104;7.515036;-76.588920;23.6;27.4;49.0;0.729797;0.149480
IGAC-ANT-A-105;7.137909;-76.400296;62.3;33.8;3.9;-2.770157;-0.610855
IGAC-ANT-A-106;6.657460;-74.858310;43.9;20.5;35.6;-0.208507;-0.761750
IGAC-ANT-A-107;6.544150;-75.223450;43.3;14.1;42.6;-0.014593;-1.121330
IGAC-ANT-A-108;6.294625;-75.043788;46.9;6.3;46.8;-0.001361;-2.013467
IGAC-ANT-A-109;7.232616;-76.470449;43.7;23.9;32.4;-0.301618;-0.604625
IGAC-ANT-A-11;7.868019;-77.040685;25.8;44.0;30.1;0.153517;0.532707
IGAC-ANT-A-112;7.625225;-76.955317;25.4;22.8;51.9;0.714313;-0.108821
IGAC-ANT-A-114;7.590510;-74.790810;33.7;8.7;57.6;0.534623;-1.360485
IGAC-ANT-A-115;8.032044;-75.200046;51.2;22.7;26.0;-0.676935;-0.813193
IGAC-ANT-A-116;7.683180;-74.752230;50.6;29.0;20.4;-0.910079;-0.556542
IGAC-ANT-A-117;6.220833;-74.613061;37.2;12.3;50.5;0.305684;-1.109742
IGAC-ANT-A-118;7.093974;-73.953421;43.9;23.9;32.2;-0.310981;-0.609399
IGAC-ANT-A-12;7.844621;-77.060506;17.4;30.5;52.1;1.099604;0.565238
IGAC-ANT-A-120;6.486697;-74.418803;9.9;7.6;82.5;2.119344;-0.266805
IGAC-ANT-A-122;7.828442;-76.632230;37.7;23.2;39.1;0.038291;-0.483581
IGAC-ANT-A-123;7.516755;-76.586697;38.0;16.6;45.4;0.176119;-0.830776
IGAC-ANT-A-124;7.829122;-76.632989;27.9;18.1;54.0;0.659304;-0.434195
IGAC-ANT-A-125;8.794670;-76.395960;41.7;39.5;18.8;-0.798228;-0.053522
IGAC-ANT-A-126;8.831830;-76.420520;73.2;23.0;3.8;-2.961926;-1.159064
IGAC-ANT-A-127;8.823267;-76.456405;18.6;20.0;61.4;1.193449;0.071957
IGAC-ANT-A-128;8.600200;-76.284210;45.3;28.3;26.4;-0.539184;-0.472401
IGAC-ANT-A-129;6.568655;-75.806522;41.6;38.7;19.6;-0.751559;-0.072519
IGAC-ANT-A-13;7.850595;-77.049748;46.9;31.3;21.8;-0.763284;-0.404207
IGAC-ANT-A-130;6.495520;-75.795600;42.0;36.7;21.3;-0.677173;-0.133374
IGAC-ANT-A-131;6.570265;-75.811327;35.4;23.3;41.3;0.155795;-0.416950
IGAC-ANT-A-132;7.037680;-74.743950;55.3;8.0;36.7;-0.411735;-1.936580
IGAC-ANT-A-133;7.031800;-74.674850;34.3;27.4;38.4;0.113527;-0.224237
IGAC-ANT-A-134;7.025674;-74.700226;37.0;7.8;55.3;0.402270;-1.562134
IGAC-ANT-A-136;6.035220;-75.069772;26.0;26.1;48.0;0.612628;0.002576
IGAC-ANT-A-137;7.320437;-76.469248;54.2;9.8;35.9;-0.412612;-1.706956
IGAC-ANT-A-140;5.955845;-75.902035;59.4;29.8;10.8;-1.703573;-0.691460
